"package","version","hash","analysis",""
"@10pearls/signalr-no-jquery","0.3.4","f09954dc0c1ec09723211b828079e768","not triaged",""
"@10pearls/signalr-no-jquery","0.3.5","9403c5b54c8f76f01200fc205644a0d7","not triaged",""
"@10play/icons","2.0.35","b8441a33ed10fd36ba30a01d1a00a834","not triaged",""
"@10play/layout","2.0.35","255862578a6b702f7da0dc2b3867d64c","not triaged",""
"@10play/navigation","2.0.35","ddbfd80aa4c4f08a2183ee147609f2ea","not triaged",""
"@10play/phoenix","2.0.35","2f55717d63cb451f1d6f18cf7cb34915","not triaged",""
"@10play/phoenix-button","2.0.35","acd007f5ca205e94736ac047fe1ae53f","not triaged",""
"@10play/phoenix-table","2.0.35","dce65067d0946810fc70c0c3cfa62e29","not triaged",""
"@10play/phoenix-text","2.0.32","e3ece342ae787e13a148be7f11df234f","not triaged",""
"@10play/phoenix-text","2.0.35","61b94141104ddace4e86765d7c5e037d","not triaged",""
"@10play/popups","2.0.35","0bd5f1d95afe42138652eac45cfe6f76","not triaged",""
"@10play/tooltip","2.0.32","9530cd77eb7c9cc30b0e5437cef3f23e","not triaged",""
"@10play/tooltip","2.0.35","17a9c8be187e3427909d8934c197414c","not triaged",""
"@121cars/common","20.2.0","ddc1745823aba1facfa3ada7e2727957","not triaged",""
"@12stonechurch/omnihive-worker-addresses","2.0.24","390cbe7bfa7c059c9232b6a6c5c6c44f","not triaged",""
"@12stonechurch/omnihive-worker-addresses","2.0.25","eb525f5be601e55af6ba90f960822f54","not triaged",""
"@12stonechurch/omnihive-worker-analytics","2.0.24","1b0f1d8e43fa6a0c33275e0f3063c752","not triaged",""
"@12stonechurch/omnihive-worker-analytics","2.0.25","bd6b118d54e69da7e0d558cf68974c92","not triaged",""
"@12stonechurch/omnihive-worker-auth","2.0.24","7a2a39343edd91de7c1f1aa05b4b3f6d","not triaged",""
"@12stonechurch/omnihive-worker-auth","2.0.25","f0243a4d8008a775cfa27ac77253bba2","not triaged",""
"@12stonechurch/omnihive-worker-cloudinary","2.0.24","832cd764138337cc41177f4ed91e35e1","not triaged",""
"@12stonechurch/omnihive-worker-cloudinary","2.0.25","832cd764138337cc41177f4ed91e35e1","not triaged",""
"@12stonechurch/omnihive-worker-cms","2.0.24","2fa40e062cf614f27a82d30adbf339ee","not triaged",""
"@12stonechurch/omnihive-worker-cms","2.0.25","cc091275b76b064adf47c03630f6f7f5","not triaged",""
"@12stonechurch/omnihive-worker-common","2.0.24","7c94c2750e60e85090e168e52a8d8e01","not triaged",""
"@12stonechurch/omnihive-worker-common","2.0.25","976398f6f5f2fdad189555b4506364b4","not triaged",""
"@12stonechurch/omnihive-worker-communications","2.0.24","058b8ef1f9fc367e821a3a0dd79f4a7e","not triaged",""
"@12stonechurch/omnihive-worker-communications","2.0.25","2c13d7674f05b163d826eecec3f60da7","not triaged",""
"@12stonechurch/omnihive-worker-contacts","2.0.24","1358fb1541140866647b3b73fc7f17ff","not triaged",""
"@12stonechurch/omnihive-worker-contacts","2.0.25","3b38c644edb41749bb6e2ee622e54d1f","not triaged",""
"@12stonechurch/omnihive-worker-elastic","2.0.24","409c485dbc1bdb930a675666555f249e","not triaged",""
"@12stonechurch/omnihive-worker-elastic","2.0.25","409c485dbc1bdb930a675666555f249e","not triaged",""
"@12stonechurch/omnihive-worker-engagements","2.0.24","253d4675ba51ad05c03b68dc35c5142f","not triaged",""
"@12stonechurch/omnihive-worker-engagements","2.0.25","4972834563a03750f81e221215c620b6","not triaged",""
"@12stonechurch/omnihive-worker-events","2.0.24","b40915e16ca11a9c77b0a0db23169ffc","not triaged",""
"@12stonechurch/omnihive-worker-events","2.0.25","3f2cb68a9af41ab8a29193cbe669e0c7","not triaged",""
"@12stonechurch/omnihive-worker-graphql-builder-v1","2.0.24","858dd3b0b39ef0c1208b2f70b44f78dd","not triaged",""
"@12stonechurch/omnihive-worker-graphql-builder-v1","2.0.25","858dd3b0b39ef0c1208b2f70b44f78dd","not triaged",""
"@12stonechurch/omnihive-worker-groups","2.0.24","4e19a400d5fd9cc75b2456ca4de68e3b","not triaged",""
"@12stonechurch/omnihive-worker-groups","2.0.25","37801df7a28cd2829342b2add351b174","not triaged",""
"@12stonechurch/omnihive-worker-media","2.0.24","f969df05d39ae282edf649d1ffebcbef","not triaged",""
"@12stonechurch/omnihive-worker-media","2.0.25","982d7f84689d2585e1b3589a3175714c","not triaged",""
"@12stonechurch/omnihive-worker-next","2.0.24","90cd1ceaebb6758630e3567404167724","not triaged",""
"@12stonechurch/omnihive-worker-next","2.0.25","4f4725e5c5ed2002a68ca74cc0d328a9","not triaged",""
"@12stonechurch/omnihive-worker-old-versions","2.0.24","f7ce37c6e1174418ad41e4315d0efdd1","not triaged",""
"@12stonechurch/omnihive-worker-old-versions","2.0.25","2a84c5f4e9ecfa69ac21c1a617fc800b","not triaged",""
"@12stonechurch/omnihive-worker-trainings","2.0.24","52c595542028e5642f498fe94945e8c7","not triaged",""
"@12stonechurch/omnihive-worker-trainings","2.0.25","9d29decaafc88103e9b931043ecb4be9","not triaged",""
"@12stonechurch/omnihive-worker-users","2.0.24","40e50f3d236e1c784b0ac61317819d9a","not triaged",""
"@12stonechurch/omnihive-worker-users","2.0.25","b019f72672fbdf5ce95bc0a3ced17670","not triaged",""
"@12stonechurch/omnihive-worker-watch","2.0.24","113d4773d39abcb8332da40649828873","not triaged",""
"@12stonechurch/omnihive-worker-watch","2.0.25","82c16318f0b259242eb85c7deee483ba","not triaged",""
"@19h47/accordion","4.5.5","b4ec92daa2cb9a7433d89c0287d4fad0","not triaged",""
"@19h47/accordion","4.6.0","3970373b94a69885896b4861623a2e3e","not triaged",""
"@1hive/gardens-dao-list","1.0.11","e99c6174fed7327c5f9e2da09586af33","not triaged",""
"@1hive/gardens-dao-list","1.0.12","f0cd2b396bacca98e8b85eb0dbc79ee4","not triaged",""
"@21epub/resource-lib","3.4.7","3f99b335c378110f8ce70abc5b8ee32d","not triaged",""
"@21epub/resource-lib","3.4.8","0b7f6d2f582a4c283d0c42c875748936","not triaged",""
"@2gis/mapgl","1.15.0","be5805bd7e43cae6cd61d0d6d93595c9","not triaged",""
"@2ndaddress/sa-footer","0.1.9","1914ce06bf92aa279f77fc3c8f19ea50","not triaged",""
"@2ndaddress/sa-services","0.2.9","49cf4a058ee2f542a8465d0400f353f3","not triaged",""
"@2ndaddress/sa-services","0.2.10","49dd707ec7833ea4202a56c39489520e","not triaged",""
"@3t-transform/transform-datatransformation-lib","0.0.6","04c17ed7c73113a03603d0aa0277e2c2","not triaged",""
"@51xuanshi/wxapp_component","1.0.1","c9f99f3f63f70d6d1b6ec3912113bb3d","not triaged",""
"@51xuanshi/wxapp_component","1.1.0","c9f99f3f63f70d6d1b6ec3912113bb3d","not triaged",""
"@51xuanshi/wxapp_component","1.0.2","c9f99f3f63f70d6d1b6ec3912113bb3d","not triaged",""
"@8pattern/gq","0.0.1","a992e31ec33e8b1d03f6361413c8673b","not triaged",""
"@aacnorg/library","0.0.2-alpha.4","3047ed60bc291ecafab656e25f03aa85","not triaged",""
"@aacnorg/library","0.0.2-alpha.5","3047ed60bc291ecafab656e25f03aa85","not triaged",""
"@aacnorg/library","0.0.2-alpha.7","5074e2ab47ca425667900cd3b5a786a2","not triaged",""
"@aacnorg/library","0.0.2-alpha.6","80e509810e2a9f899fa8f708ee8459f6","not triaged",""
"@aacnorg/library","0.0.2-alpha.8","a1a1e51d41a0ac94c7a0c2569ea99129","not triaged",""
"@aaronhayes/hasura-cli","2.0.4","778260f805364132707fea1dfd857705","not triaged",""
"@aavegotchi/sdk","1.0.0-4a","3b5e4e30d9a277fdd276375e54c2ef19","not triaged",""
"@aaxis/auth0-spa-js","1.0.4","663beca912e4d5781b17a9d7c1038d02","not triaged",""
"@aaxis/auth0-spa-js","1.0.5","d5ee41a486e7c160840fe84727e44208","not triaged",""
"@abcpros/bitcore-client","8.25.32","c9a7a5b625a6abf63367212ca510d131","not triaged",""
"@abcpros/bitcore-client","8.25.31","971da54495d025a296d5f7977cda7e58","not triaged",""
"@abcpros/bitcore-lib","8.25.30","5d87c30b7a21ed9a73bf9f2cf7578cc3","not triaged",""
"@abcpros/bitcore-lib","8.25.31","64439ff76ff05c2eb3fdac7b889bb218","not triaged",""
"@abcpros/bitcore-lib-cash","8.25.30","ded4b8c1f2251f8919f2f9f03c5da78f","not triaged",""
"@abcpros/bitcore-lib-cash","8.25.31","0c5ce5de0810914730f39f2a5bfbdb22","not triaged",""
"@abcpros/bitcore-lib-doge","8.25.30","b8e1b9abe24523b2104a5c545cb3862e","not triaged",""
"@abcpros/bitcore-lib-doge","8.25.31","c4641ca9a2ab3b5cc17099a263bdff29","not triaged",""
"@abcpros/bitcore-lib-ltc","8.25.10","74c83325027e4be32b795f55ee65378f","not triaged",""
"@abcpros/bitcore-lib-ltc","8.25.31","44b7f65648dce42b7974299be0b19f0f","not triaged",""
"@abcpros/bitcore-lib-xec","8.25.30","08d1102b54d8033b33648dbc9a40381a","not triaged",""
"@abcpros/bitcore-lib-xec","8.25.31","663eaa1ff48cf71d49c81acea7c65409","not triaged",""
"@abcpros/bitcore-lib-xpi","8.25.30","e940046bf34ad824277b392e6446b3c9","not triaged",""
"@abcpros/bitcore-lib-xpi","8.25.31","cb1808bff7a5e917162d22e99437003f","not triaged",""
"@abcpros/bitcore-mnemonic","8.25.32","a34ee8a9a2679490c1f6e790841f9989","not triaged",""
"@abcpros/bitcore-mnemonic","8.25.31","a34ee8a9a2679490c1f6e790841f9989","not triaged",""
"@abcpros/bitcore-node","8.25.33","a478dbd2da021d6e1e81bb13613ac8c9","not triaged",""
"@abcpros/bitcore-node","8.25.32","83cf75d972d570ee32dab99767583be2","not triaged",""
"@abcpros/bitcore-p2p","8.25.30","e368e299807d1fe6e000a69e7fcb03df","not triaged",""
"@abcpros/bitcore-p2p","8.25.31","873f0106c74803b53342b9ea51b2485e","not triaged",""
"@abcpros/bitcore-p2p-cash","8.25.30","01f6b7934b55a0d8a8952fcbe0237d30","not triaged",""
"@abcpros/bitcore-p2p-cash","8.25.31","2c9f3b6933bbdadf5d5bc2e7bc9dd89e","not triaged",""
"@abcpros/bitcore-p2p-doge","8.25.30","302672a5e08c37043a0afd4a98a09cc4","not triaged",""
"@abcpros/bitcore-p2p-doge","8.25.31","fbf113933682523742ef47d8aaf0e157","not triaged",""
"@abcpros/bitcore-p2p-xec","8.25.29","e48d803c04e80ee92fbae0a83928c8b3","not triaged",""
"@abcpros/bitcore-p2p-xec","8.25.31","37bbae39e24d58bdbb4f534466d9e148","not triaged",""
"@abcpros/bitcore-p2p-xpi","8.25.29","90ab79fc205d966dba496e61160248e7","not triaged",""
"@abcpros/bitcore-p2p-xpi","8.25.31","9bbe63641f209c11e468838de486c66d","not triaged",""
"@abcpros/bitcore-wallet","8.25.33","1745887547191a6aa760b348d92dcfde","not triaged",""
"@abcpros/bitcore-wallet-client","8.25.33","e1bf43ce8869c7337fc4257393cd4296","not triaged",""
"@abcpros/bitcore-wallet-client","8.25.32","b3d7ba7311fd423820020dd1ee1c3611","not triaged",""
"@abcpros/bitcore-wallet-client","8.25.31","35e4282fb3f683dd35c42984360a0ade","not triaged",""
"@abcpros/bitcore-wallet-service","8.25.32","7dfad8d0f28243c8d0aab6f441196c58","not triaged",""
"@abcpros/bitcore-wallet-service","8.25.31","94b4c31cf7c256f444baf190e1e75062","not triaged",""
"@abcpros/crypto-wallet-core","8.25.32","605a854da1b0b1846d908b628b227f02","not triaged",""
"@abcpros/crypto-wallet-core","8.25.31","550b9c09a3b5896f25870dc65ab5e7c9","not triaged",""
"@abdevs/discord.js-utils","5.3.0","1514af91e8b3771b73b5e31b53307d59","not triaged",""
"@abdt/ornament","0.2.4","25eaa08746fc0e2986547d702053d77e","not triaged",""
"@aboqasem/prettierrc","1.0.0","0ce222dfe6ccdde51c21614bca75add9","not triaged",""
"@academysports/ui-component-library","1.23.16","3c6d2546b65ff83a1307fe05e48b0baf","not triaged",""
"@acala-network/api","2.0.2-1","c77cfc1d36a5922bb3c19372ae2e659f","not triaged",""
"@acala-network/api","2.0.2-2","030a8a8b13d0372f32a79fc5ccb88884","not triaged",""
"@acala-network/api-derive","2.0.2-1","dc41f9f66fd0c8acd438a1ae33d6f826","not triaged",""
"@acala-network/api-derive","2.0.2-2","be8196403897371a7b67d3024dda877a","not triaged",""
"@acala-network/app-util","2.0.2-1","8601aedc620420bb723911b514bb18ca","not triaged",""
"@acala-network/app-util","2.0.2-2","8601aedc620420bb723911b514bb18ca","not triaged",""
"@acala-network/bodhi","1.0.2-0","6a987192162e567de6f58a369fad0aa7","not triaged",""
"@acala-network/bodhi","1.0.1","b1bf0875b4ce8c803f86155241330f89","not triaged",""
"@acala-network/sdk-core","2.0.2-1","ec2ea3042342308f3b32f6294f7724d3","not triaged",""
"@acala-network/sdk-core","2.0.2-2","d24795a52be4df282f1481435c0e017f","not triaged",""
"@acala-network/sdk-homa","2.0.2-1","3d652ae43d7cdb19d817f2fff17ea625","not triaged",""
"@acala-network/sdk-homa","2.0.2-2","923520fcd53c5586daad4a51a24072f7","not triaged",""
"@acala-network/sdk-loan","2.0.2-1","a37d64e1b80a0ebba8fc4d45c2608f4e","not triaged",""
"@acala-network/sdk-loan","2.0.2-2","2858045f8c580aea2b5d4a5227259170","not triaged",""
"@acala-network/sdk-swap","2.0.2-1","9a722ef3b74cd7d11b45f3f5b493df90","not triaged",""
"@acala-network/sdk-swap","2.0.2-2","ae35bfeaacbdd8c809348d684d40932f","not triaged",""
"@acala-network/sdk-wallet","2.0.2-1","b326f0b547497c9f51e8989f9eb5c99a","not triaged",""
"@acala-network/sdk-wallet","2.0.2-2","f8fb8ac80061b074e997255d220d1c92","not triaged",""
"@acala-network/type-definitions","2.0.2-1","2094e2f999b72f897f681632f0bc4328","not triaged",""
"@acala-network/type-definitions","2.0.2-2","6d75e5a6bc1a7bcb399bd2fd132748ed","not triaged",""
"@acala-network/types","2.0.2-1","0f031dd09e01650ba8cadf531823c566","not triaged",""
"@acala-network/types","2.0.2-2","99d27f7048934593c07c9630032c0e6a","not triaged",""
"@ace-de/eua-entity-types","0.1.2","55219461d6fa50646bea2280f853de9e","not triaged",""
"@ace-de/ms-client-ecs-flow-ef","0.11.3","a26ea5976143ba96f88ebd0cac2fdb74","not triaged",""
"@acid-tango/arcus-js","0.1.3","12e7a33e9dd0b7b90579162cfc1203c2","not triaged",""
"@acknow-srl/ack6-lib","0.0.125","ab79d1f3a3f7fffaacc5c4554516a074","not triaged",""
"@acknow-srl/ack6-lib","0.0.123","4754fa7ec132ed181faa61703d75649f","not triaged",""
"@acknow-srl/ack6-lib","0.0.124","ccabed5b91dc3034df3aed9fb3782028","not triaged",""
"@acolad/tempo-components","0.1.24-rc-2","52b1c9714478cc420cf3ede343ca1131","not triaged",""
"@acolad/tempo-components","0.1.24-rc3","2f8e12759901d9b5001aab67969d2097","not triaged",""
"@acpaas-ui-widgets/ngx-location-picker","4.9.0","a26168ca73b6a894f98b63cd11f6148c","not triaged",""
"@acpaas-ui-widgets/ngx-location-picker","5.0.1","52e84194413f9a1fe416879bffb0712c","not triaged",""
"@acpaas-ui-widgets/ngx-location-viewer","2.0.1","1e8fa949edc4b004a9bc761e62332e79","not triaged",""
"@acpaas-ui-widgets/ngx-location-viewer","2.1.0","3e665cf558c8dc2e15affdbcb4ce54ab","not triaged",""
"@acromedia/create-acro-nextjs","1.0.17","5cd632eb43b3228b1393c17b95fd4aa2","not triaged",""
"@acromedia/create-acro-nextjs","1.0.19","db0c202f865e03973020ac4db00c10b7","not triaged",""
"@acromedia/create-acro-nextjs","1.0.18","653299e9c617d4d1b28ec7f92487023a","not triaged",""
"@actinc/dls","5.5.0","28ec869dd465a558402d549731bda07f","not triaged",""
"@actinc/dls","5.5.1","51228f473cab25294841b275f8d1d5b2","not triaged",""
"@addapptr/react-native-aatkit","1.4.2","0265fb46bdbb8217ff392d936beb2383","not triaged",""
"@addapptr/react-native-aatkit","1.4.3","80a70f9225a7b288520438832d6cd391","not triaged",""
"@adefw/stringkit","0.1.4","d4c18912cf4434ad7cdc163396ba0fb9","not triaged",""
"@adefw/stringkit","0.2.0","d08ec398f5e67fe460d5b653db5e1900","not triaged",""
"@aderbalnunes/react-jsonform","0.1.9-6-beta","17dd2af72a9ac8de9dedc93fe993e5b6","not triaged",""
"@adit-financial/adit-client","0.1.0","f1369836ae56124ce771fc8931f6be26","not triaged",""
"@admin-layout/timetracker-module-browser","1.0.2-alpha.10","72a0d2ccde814b674ecfa7f91c58bad4","not triaged",""
"@admin-layout/timetracker-module-browser","1.0.2-alpha.11","1acc0ad32b22bc8564212b369b1156d3","not triaged",""
"@adobe/aio-cli","7.1.0","8f17f2da380d7d7fc0b062aadc41cf20","not triaged",""
"@adobe/aio-cli","8.0.0","3cb6d5ba6b2a083f0fc4f86af8501ff0","not triaged",""
"@adobe/aio-cli-plugin-app","7.0.3-next.6","28e514f4cc5bd6481800cd857c7c2a05","not triaged",""
"@adobe/aio-cli-plugin-app","8.0.0","0ac327b567fc0a642d5e770ab98d7d8c","not triaged",""
"@adobe/alloy","2.6.0","958b3d4a912d8423dbf056035f03a5a5","not triaged",""
"@adobe/alloy","2.6.1","bd7fe578d165c725f677f383d503b3eb","not triaged",""
"@adobe/cci-test-aggregator","1.1.12","d97999004ccb79a7ae7f6cb810003133","not triaged",""
"@adobe/cci-test-aggregator","1.1.13","b09f758527b81c43ff7b5845299c3c42","not triaged",""
"@adobe/helix-fetch","2.3.0","2031dec621a5583d66db3c9c285817fd","not triaged",""
"@adobe/helix-fetch","2.4.0","2c73903ca71b98098d82f107fbef808f","not triaged",""
"@adobe/react-spectrum","3.0.0-nightly.1164","41061c2cd7b59c9264b3775140c29a2e","not triaged",""
"@adonisjs/core","5.2.2","6b6d0cc983e6bbabf7ae008eff46d08b","not triaged",""
"@adonisjs/core","5.2.3","32880fb41752d3b0f4a1209a9ba7db10","not triaged",""
"@adonisjs/core","5.2.1","367893e221f1eb3c99316b7e062e0f1e","not triaged",""
"@adv-ui/ma-segment-wrapper","1.13.0","92d4741e99c5752441e6c00c1de72ee5","not triaged",""
"@adv-ui/ma-segment-wrapper","1.14.0","26b35a9fa1b69985f9e05a391809feaa","not triaged",""
"@advertima/snapshot","5.1.0","e62827879be129ff3c594168e3d454b0","not triaged",""
"@aesop-engineering/gel","1.11.0","3665ea84cc62fa9729528a5fc93c8f63","not triaged",""
"@aesop-engineering/gel","1.11.0-develop.1","3665ea84cc62fa9729528a5fc93c8f63","not triaged",""
"@affinidi/internal-api-clients","1.0.0-beta.5","9a967b9cfe375a792dacf58744d2725b","not triaged",""
"@affinidi/internal-api-clients","1.0.0-beta.6","185532aaaeb5fd4f1026caf77adedca6","not triaged",""
"@affinidi/wallet-browser-sdk","6.0.0-beta.5","da5f9832fa473e0ae8122d78d9ab5e03","not triaged",""
"@affinidi/wallet-core-sdk","6.0.0-beta.5","5a6e60adb910484c0ab936639cb79e23","not triaged",""
"@affinidi/wallet-expo-sdk","6.0.0-beta.5","d737b4d45ee5a4c3e9ae5d611ba56b86","not triaged",""
"@affinidi/wallet-node-sdk","6.0.0-beta.5","e660de072c2fdc6defb99d5a07bde916","not triaged",""
"@affinidi/wallet-react-native-sdk","6.0.0-beta.5","87acb550abaa34c124cffd83685a1ce5","not triaged",""
"@afterpay-global/sdk-rn","1.0.4-alpha.10","16325d0dfe44ac74c6a07c62975f07e1","not triaged",""
"@afterpay-global/sdk-rn","1.0.4","16325d0dfe44ac74c6a07c62975f07e1","not triaged",""
"@afwenming123/funcr","0.1.19","02d099185f5f7f836bf4e50ce28cf5fc","not triaged",""
"@afwenming123/funcr","0.1.20","c1a38fb3b95bca6e3ca3d97eb0f9785b","not triaged",""
"@afwenming123/funcr-test","0.1.20","4de897299444ef238a5ce72980d781cc","not triaged",""
"@afwenming123/funcr-test","0.1.19","284cb8cfb78763a32b634d8202fc11b1","not triaged",""
"@agencycoda/mia-core","11.0.33","df56b7f475da65fa9803135d51265a37","not triaged",""
"@agencycoda/mia-core","11.0.32","df56b7f475da65fa9803135d51265a37","not triaged",""
"@agencycoda/mia-core","11.0.31","ac99171c3c5d4d3194cba9d9a78c587d","not triaged",""
"@agility/nextjs","0.2.0","bf006c687f50a18eb838fa70d8df9e33","not triaged",""
"@agility/nextjs","0.2.1","168a795d00a4c8dd13be50b2ec1051de","not triaged",""
"@agorapulse/ui","2021.7.22-1049","8f085c132b14ee95c786f7594f5d2dd1","not triaged",""
"@agorapulse/ui","2021.7.29-1539","e9b086918eb862024b9ddca266d69ee6","not triaged",""
"@agorapulse/ui","2021.7.29-824","666f0dc128ab587ac49eee33ec0dffc8","not triaged",""
"@agorapulse/ui-animations","2021.7.22-1049","7dd3a4e921e83ff34c9a4373e0013f99","not triaged",""
"@agorapulse/ui-animations","2021.7.29-1539","f71c386d786efa2c86b525195ec7e5bb","not triaged",""
"@agorapulse/ui-animations","2021.7.29-824","cf67a1d0739c8b1b700c42c10136a7a3","not triaged",""
"@agorapulse/ui-charts","2021.7.22-1049","b97d4d01b96acb67e72a9eeb39bdaddc","not triaged",""
"@agorapulse/ui-charts","2021.7.29-1539","efc7a293adae35ee9dc6e3609e8f6dd9","not triaged",""
"@agorapulse/ui-charts","2021.7.29-824","237155df7174ab43653362d3e691c850","not triaged",""
"@agorapulse/ui-charts-map","2021.7.22-1049","09cf0760e31a5e0b2912290a5acf0ba3","not triaged",""
"@agorapulse/ui-charts-map","2021.7.29-1539","daf2c3d4c363b69d872baa2356016c0e","not triaged",""
"@agorapulse/ui-charts-map","2021.7.29-824","d57a24a14ccf5e405ae03280caf881ea","not triaged",""
"@agorapulse/ui-social-network-preview","2021.7.22-1049","5eb504eb3632b27a96ffeaa518ebeed8","not triaged",""
"@agorapulse/ui-social-network-preview","2021.7.29-1539","75c9842921de04bd3dd61a3ec8a19c82","not triaged",""
"@agorapulse/ui-social-network-preview","2021.7.29-824","f9adccaa276160b09296c7d353800c7f","not triaged",""
"@agorapulse/ui-wysiwyg-editor","2021.7.22-1049","f927fe097341e1cda7e78e0bf7064c04","not triaged",""
"@agorapulse/ui-wysiwyg-editor","2021.7.29-1539","a4263ce69a969684596440bdd6802b2a","not triaged",""
"@agorapulse/ui-wysiwyg-editor","2021.7.29-824","f86030d8582422241663c50db5da46e4","not triaged",""
"@ahmdigital/eslint-config","5.0.23","f96837d87233aa97b7f4be078353368e","not triaged",""
"@ahri-ui/core","0.29.42","830568e2a3d77e92698d76ebdee58367","not triaged",""
"@ahri-ui/core","0.29.39","d321902f7968d3d35788dec82674bf5b","not triaged",""
"@ahri-ui/core","0.29.37","e467b0d11ddd9989a9ec656132a400b6","not triaged",""
"@ahri-ui/core","0.29.38","6df7fd8bf3cd474662021bdb22c3ae4e","not triaged",""
"@ahri-ui/core","0.29.40","53c77138cf5c0b6eb2ad9b2bf45021b9","not triaged",""
"@ahri-ui/core","0.29.41","4d7f4930a099587e54fa2fa6ed6753f8","not triaged",""
"@ahri-ui/pro-table","0.29.42","f7fe950075c1b1736865dddcf0ce0f45","not triaged",""
"@ahri-ui/pro-table","0.29.39","5ecd882a163075a24b05f80442ac10cd","not triaged",""
"@ahri-ui/pro-table","0.29.37","4f3b8b2a0fdaccc62fa9607bbffa30c6","not triaged",""
"@ahri-ui/pro-table","0.29.38","fc7815642cfea139fb2d87a73eecf12a","not triaged",""
"@ahri-ui/pro-table","0.29.40","a92262d7a20a1d020131d490b9417811","not triaged",""
"@ahri-ui/pro-table","0.29.41","a3053457cfecc0929fe7d62c68644c8b","not triaged",""
"@aidbox/node-server-sdk","2.0.1","6fe66f5dc1eb66741afb9ebc5a20a363","not triaged",""
"@aidbox/node-server-sdk","2.0.2","7cf79ba9527c4b8986e6f5a80e56d0e6","not triaged",""
"@aidbox/node-server-sdk","2.0.4","5f11e27da3eafec9e07fcf275a3b1372","not triaged",""
"@aidbox/node-server-sdk","2.0.3","923873ce0bdee74141c54ed6e991e958","not triaged",""
"@aidbox/node-server-sdk","2.0.0","dbb7b8163c31f43e2ea1ad031d3c76fa","not triaged",""
"@aiot-toolkit/compiler","1.0.6-beta.2","a787446fd19b42ed71c3ac381e715dcf","not triaged",""
"@aiot-toolkit/debugger","1.0.6-beta.2","0efaccc27d79204dccf7a37b6c823976","not triaged",""
"@aiot-toolkit/dsl-vue","1.0.6-beta.2","231eac5c87decdde6d16291893bbfad8","not triaged",""
"@aiot-toolkit/dsl-xvm","1.0.6-beta.2","8977bf25aa537e2c13258380f4a0d94d","not triaged",""
"@aiot-toolkit/packager","1.0.6-beta.2","0bd94da43ef31382da93612515382c2e","not triaged",""
"@aiot-toolkit/server","1.0.6-beta.2","4b0725985948b6a319d18356bc527ce4","not triaged",""
"@aiot-toolkit/shared-utils","1.0.6-beta.2","c1c242667135c35f44b12607e237e05e","not triaged",""
"@aiot-toolkit/velasim","0.1.2","1198fc02e44827dd4216bb05087eaabb","not triaged",""
"@aiot-toolkit/velasim","0.1.3-beta.0","ff3144fa46557ac1c1a7bdc3c1804d90","not triaged",""
"@airgap/angular-core","0.0.15","37bc0a8b9a744a86e8ca1142a7f77624","not triaged",""
"@airgap/angular-ngrx","0.0.15","1f292e67136b102afe4009de331867a7","not triaged",""
"@airgap/coinlib-core","0.11.7","710f14ac3ac408a753a91652b1e234ef","not triaged",""
"@aitmed/cadl","1.0.324","0673a058df2eede0b5bd964c7c1c9b61","not triaged",""
"@ajaybabar/chartkick","4.1.1","f86f021e1f14fe848833c835aa2ef40a","not triaged",""
"@akira345/recharts","1.8.6","a75b48667e7e0d57dee365443c9946b6","not triaged",""
